ori,agency,period,offense,count
PAPEP0000,Philadelphia PD,2013-04,robbery,579
PAPEP0000,Philadelphia PD,2014-04,robbery,548
PAPEP0000,Philadelphia PD,2015-04,robbery,489
PAPEP0000,Philadelphia PD,2016-04,robbery,479
PAPEP0000,Philadelphia PD,2017-04,robbery,450
PAPEP0000,Philadelphia PD,2018-04,robbery,356
PAPEP0000,Philadelphia PD,2019-04,robbery,450
PAPEP0000,Philadelphia PD,2020-04,robbery,380
PAPEP0000,Philadelphia PD,2021-04,robbery,291
PAPEP0000,Philadelphia PD,2022-04,robbery,434
PAPEP0000,Philadelphia PD,2023-04,robbery,377
PAPEP0000,Philadelphia PD,2024-04,robbery,353
PAPEP0000,Philadelphia PD,2010-05,robbery,701
PAPEP0000,Philadelphia PD,2011-05,robbery,729
PAPEP0000,Philadelphia PD,2012-05,robbery,649
PAPEP0000,Philadelphia PD,2013-05,robbery,656
PAPEP0000,Philadelphia PD,2014-05,robbery,606
PAPEP0000,Philadelphia PD,2015-05,robbery,597
PAPEP0000,Philadelphia PD,2016-05,robbery,538
PAPEP0000,Philadelphia PD,2017-05,robbery,480
PAPEP0000,Philadelphia PD,2018-05,robbery,463
PAPEP0000,Philadelphia PD,2019-05,robbery,451
PAPEP0000,Philadelphia PD,2020-05,robbery,335
PAPEP0000,Philadelphia PD,2021-05,robbery,359
PAPEP0000,Philadelphia PD,2022-05,robbery,511
PAPEP0000,Philadelphia PD,2023-05,robbery,500
PAPEP0000,Philadelphia PD,2024-05,robbery,351
PAPEP0000,Philadelphia PD,2010-06,robbery,638
PAPEP0000,Philadelphia PD,2011-06,robbery,709
PAPEP0000,Philadelphia PD,2012-06,robbery,621
PAPEP0000,Philadelphia PD,2013-06,robbery,616
PAPEP0000,Philadelphia PD,2014-06,robbery,593
PAPEP0000,Philadelphia PD,2015-06,robbery,551
PAPEP0000,Philadelphia PD,2016-06,robbery,502
PAPEP0000,Philadelphia PD,2017-06,robbery,483
PAPEP0000,Philadelphia PD,2018-06,robbery,429
PAPEP0000,Philadelphia PD,2019-06,robbery,462
PAPEP0000,Philadelphia PD,2020-06,robbery,329
PAPEP0000,Philadelphia PD,2021-06,robbery,309
PAPEP0000,Philadelphia PD,2022-06,robbery,557
PAPEP0000,Philadelphia PD,2023-06,robbery,462
PAPEP0000,Philadelphia PD,2024-06,robbery,333
PAPEP0000,Philadelphia PD,2010-07,robbery,793
PAPEP0000,Philadelphia PD,2011-07,robbery,700
PAPEP0000,Philadelphia PD,2012-07,robbery,743
PAPEP0000,Philadelphia PD,2013-07,robbery,586
PAPEP0000,Philadelphia PD,2014-07,robbery,625
PAPEP0000,Philadelphia PD,2015-07,robbery,600
PAPEP0000,Philadelphia PD,2016-07,robbery,544
PAPEP0000,Philadelphia PD,2017-07,robbery,488
PAPEP0000,Philadelphia PD,2018-07,robbery,469
PAPEP0000,Philadelphia PD,2019-07,robbery,0
PAPEP0000,Philadelphia PD,2020-07,robbery,256
PAPEP0000,Philadelphia PD,2021-07,robbery,334
PAPEP0000,Philadelphia PD,2022-07,robbery,559
PAPEP0000,Philadelphia PD,2023-07,robbery,496
PAPEP0000,Philadelphia PD,2024-07,robbery,392
PAPEP0000,Philadelphia PD,2010-08,robbery,797
PAPEP0000,Philadelphia PD,2011-08,robbery,737
PAPEP0000,Philadelphia PD,2012-08,robbery,756
PAPEP0000,Philadelphia PD,2013-08,robbery,712
PAPEP0000,Philadelphia PD,2014-08,robbery,559
PAPEP0000,Philadelphia PD,2015-08,robbery,623
PAPEP0000,Philadelphia PD,2016-08,robbery,574
PAPEP0000,Philadelphia PD,2017-08,robbery,537
PAPEP0000,Philadelphia PD,2018-08,robbery,484
PAPEP0000,Philadelphia PD,2019-08,robbery,531
PAPEP0000,Philadelphia PD,2020-08,robbery,354
PAPEP0000,Philadelphia PD,2021-08,robbery,394
PAPEP0000,Philadelphia PD,2022-08,robbery,482
PAPEP0000,Philadelphia PD,2023-08,robbery,431
PAPEP0000,Philadelphia PD,2024-08,robbery,399
PAPEP0000,Philadelphia PD,2010-09,robbery,723
PAPEP0000,Philadelphia PD,2011-09,robbery,769
PAPEP0000,Philadelphia PD,2012-09,robbery,769
PAPEP0000,Philadelphia PD,2013-09,robbery,674
PAPEP0000,Philadelphia PD,2014-09,robbery,577
PAPEP0000,Philadelphia PD,2015-09,robbery,660
PAPEP0000,Philadelphia PD,2016-09,robbery,519
PAPEP0000,Philadelphia PD,2017-09,robbery,503
PAPEP0000,Philadelphia PD,2018-09,robbery,435
PAPEP0000,Philadelphia PD,2019-09,robbery,521
PAPEP0000,Philadelphia PD,2020-09,robbery,364
PAPEP0000,Philadelphia PD,2021-09,robbery,425
PAPEP0000,Philadelphia PD,2022-09,robbery,494
PAPEP0000,Philadelphia PD,2023-09,robbery,441
PAPEP0000,Philadelphia PD,2024-09,robbery,404
PAPEP0000,Philadelphia PD,2010-10,robbery,813
PAPEP0000,Philadelphia PD,2011-10,robbery,728
PAPEP0000,Philadelphia PD,2012-10,robbery,728
PAPEP0000,Philadelphia PD,2013-10,robbery,730
PAPEP0000,Philadelphia PD,2014-10,robbery,642
PAPEP0000,Philadelphia PD,2015-10,robbery,635
PAPEP0000,Philadelphia PD,2016-10,robbery,568
PAPEP0000,Philadelphia PD,2017-10,robbery,556
PAPEP0000,Philadelphia PD,2018-10,robbery,514
PAPEP0000,Philadelphia PD,2019-10,robbery,566
PAPEP0000,Philadelphia PD,2020-10,robbery,490
PAPEP0000,Philadelphia PD,2021-10,robbery,536
PAPEP0000,Philadelphia PD,2022-10,robbery,497
PAPEP0000,Philadelphia PD,2023-10,robbery,460
PAPEP0000,Philadelphia PD,2024-10,robbery,374
PAPEP0000,Philadelphia PD,2010-11,robbery,780
PAPEP0000,Philadelphia PD,2011-11,robbery,767
PAPEP0000,Philadelphia PD,2012-11,robbery,660
PAPEP0000,Philadelphia PD,2013-11,robbery,731
PAPEP0000,Philadelphia PD,2014-11,robbery,586
PAPEP0000,Philadelphia PD,2015-11,robbery,582
PAPEP0000,Philadelphia PD,2016-11,robbery,556
PAPEP0000,Philadelphia PD,2017-11,robbery,554
PAPEP0000,Philadelphia PD,2018-11,robbery,431
PAPEP0000,Philadelphia PD,2019-11,robbery,473
PAPEP0000,Philadelphia PD,2020-11,robbery,426
PAPEP0000,Philadelphia PD,2021-11,robbery,530
PAPEP0000,Philadelphia PD,2022-11,robbery,471
PAPEP0000,Philadelphia PD,2023-11,robbery,393
PAPEP0000,Philadelphia PD,2024-11,robbery,350
PAPEP0000,Philadelphia PD,2010-12,robbery,673
PAPEP0000,Philadelphia PD,2011-12,robbery,772
PAPEP0000,Philadelphia PD,2012-12,robbery,634
PAPEP0000,Philadelphia PD,2013-12,robbery,607
PAPEP0000,Philadelphia PD,2014-12,robbery,687
PAPEP0000,Philadelphia PD,2015-12,robbery,552
PAPEP0000,Philadelphia PD,2016-12,robbery,542
PAPEP0000,Philadelphia PD,2017-12,robbery,510
PAPEP0000,Philadelphia PD,2018-12,robbery,448
PAPEP0000,Philadelphia PD,2019-12,robbery,508
PAPEP0000,Philadelphia PD,2020-12,robbery,443
PAPEP0000,Philadelphia PD,2021-12,robbery,631
PAPEP0000,Philadelphia PD,2022-12,robbery,427
PAPEP0000,Philadelphia PD,2023-12,robbery,360
PAPEP0000,Philadelphia PD,2024-12,robbery,319
PAPEP0000,Philadelphia PD,2010-01,homicide,21
PAPEP0000,Philadelphia PD,2011-01,homicide,33
PAPEP0000,Philadelphia PD,2012-01,homicide,33
PAPEP0000,Philadelphia PD,2013-01,homicide,18
PAPEP0000,Philadelphia PD,2014-01,homicide,26
PAPEP0000,Philadelphia PD,2015-01,homicide,27
PAPEP0000,Philadelphia PD,2016-01,homicide,18
PAPEP0000,Philadelphia PD,2017-01,homicide,30
PAPEP0000,Philadelphia PD,2018-01,homicide,18
PAPEP0000,Philadelphia PD,2019-01,homicide,26
PAPEP0000,Philadelphia PD,2020-01,homicide,38
PAPEP0000,Philadelphia PD,2021-01,homicide,49
PAPEP0000,Philadelphia PD,2022-01,homicide,45
PAPEP0000,Philadelphia PD,2023-01,homicide,34
PAPEP0000,Philadelphia PD,2024-01,homicide,26
PAPEP0000,Philadelphia PD,2010-02,homicide,18
PAPEP0000,Philadelphia PD,2011-02,homicide,28
PAPEP0000,Philadelphia PD,2012-02,homicide,21
PAPEP0000,Philadelphia PD,2013-02,homicide,14
PAPEP0000,Philadelphia PD,2014-02,homicide,19
PAPEP0000,Philadelphia PD,2015-02,homicide,13
PAPEP0000,Philadelphia PD,2016-02,homicide,16
PAPEP0000,Philadelphia PD,2017-02,homicide,18
PAPEP0000,Philadelphia PD,2018-02,homicide,26
PAPEP0000,Philadelphia PD,2019-02,homicide,21
PAPEP0000,Philadelphia PD,2020-02,homicide,22
PAPEP0000,Philadelphia PD,2021-02,homicide,27
PAPEP0000,Philadelphia PD,2022-02,homicide,38
PAPEP0000,Philadelphia PD,2023-02,homicide,31
PAPEP0000,Philadelphia PD,2024-02,homicide,26
PAPEP0000,Philadelphia PD,2010-03,homicide,31
PAPEP0000,Philadelphia PD,2011-03,homicide,22
PAPEP0000,Philadelphia PD,2012-03,homicide,35
PAPEP0000,Philadelphia PD,2013-03,homicide,21
PAPEP0000,Philadelphia PD,2014-03,homicide,17
PAPEP0000,Philadelphia PD,2015-03,homicide,22
PAPEP0000,Philadelphia PD,2016-03,homicide,27
PAPEP0000,Philadelphia PD,2017-03,homicide,24
PAPEP0000,Philadelphia PD,2018-03,homicide,27
PAPEP0000,Philadelphia PD,2019-03,homicide,32
PAPEP0000,Philadelphia PD,2020-03,homicide,36
PAPEP0000,Philadelphia PD,2021-03,homicide,43
PAPEP0000,Philadelphia PD,2022-03,homicide,40
PAPEP0000,Philadelphia PD,2023-03,homicide,38
PAPEP0000,Philadelphia PD,2024-03,homicide,19
PAPEP0000,Philadelphia PD,2010-04,homicide,22
PAPEP0000,Philadelphia PD,2011-04,homicide,21
PAPEP0000,Philadelphia PD,2012-04,homicide,22
PAPEP0000,Philadelphia PD,2013-04,homicide,28
PAPEP0000,Philadelphia PD,2014-04,homicide,9
PAPEP0000,Philadelphia PD,2015-04,homicide,6
PAPEP0000,Philadelphia PD,2016-04,homicide,26
PAPEP0000,Philadelphia PD,2017-04,homicide,31
PAPEP0000,Philadelphia PD,2018-04,homicide,18
PAPEP0000,Philadelphia PD,2019-04,homicide,24
PAPEP0000,Philadelphia PD,2020-04,homicide,26
PAPEP0000,Philadelphia PD,2021-04,homicide,51
PAPEP0000,Philadelphia PD,2022-04,homicide,34
PAPEP0000,Philadelphia PD,2023-04,homicide,29
PAPEP0000,Philadelphia PD,2024-04,homicide,18
PAPEP0000,Philadelphia PD,2010-05,homicide,25
PAPEP0000,Philadelphia PD,2011-05,homicide,26
PAPEP0000,Philadelphia PD,2012-05,homicide,39
PAPEP0000,Philadelphia PD,2013-05,homicide,20
PAPEP0000,Philadelphia PD,2014-05,homicide,24
PAPEP0000,Philadelphia PD,2015-05,homicide,29
PAPEP0000,Philadelphia PD,2016-05,homicide,14
PAPEP0000,Philadelphia PD,2017-05,homicide,23
PAPEP0000,Philadelphia PD,2018-05,homicide,33
PAPEP0000,Philadelphia PD,2019-05,homicide,29
PAPEP0000,Philadelphia PD,2020-05,homicide,33
PAPEP0000,Philadelphia PD,2021-05,homicide,46
PAPEP0000,Philadelphia PD,2022-05,homicide,56
PAPEP0000,Philadelphia PD,2023-05,homicide,42
PAPEP0000,Philadelphia PD,2024-05,homicide,24
PAPEP0000,Philadelphia PD,2010-06,homicide,29
PAPEP0000,Philadelphia PD,2011-06,homicide,28
PAPEP0000,Philadelphia PD,2012-06,homicide,34
PAPEP0000,Philadelphia PD,2013-06,homicide,15
PAPEP0000,Philadelphia PD,2014-06,homicide,20
PAPEP0000,Philadelphia PD,2015-06,homicide,18
PAPEP0000,Philadelphia PD,2016-06,homicide,21
PAPEP0000,Philadelphia PD,2017-06,homicide,30
PAPEP0000,Philadelphia PD,2018-06,homicide,26
PAPEP0000,Philadelphia PD,2019-06,homicide,31
PAPEP0000,Philadelphia PD,2020-06,homicide,44
PAPEP0000,Philadelphia PD,2021-06,homicide,57
PAPEP0000,Philadelphia PD,2022-06,homicide,53
PAPEP0000,Philadelphia PD,2023-06,homicide,32
PAPEP0000,Philadelphia PD,2024-06,homicide,24
PAPEP0000,Philadelphia PD,2010-07,homicide,32
PAPEP0000,Philadelphia PD,2011-07,homicide,31
PAPEP0000,Philadelphia PD,2012-07,homicide,23
PAPEP0000,Philadelphia PD,2013-07,homicide,29
PAPEP0000,Philadelphia PD,2014-07,homicide,21
PAPEP0000,Philadelphia PD,2015-07,homicide,36
PAPEP0000,Philadelphia PD,2016-07,homicide,35
PAPEP0000,Philadelphia PD,2017-07,homicide,28
PAPEP0000,Philadelphia PD,2018-07,homicide,27
PAPEP0000,Philadelphia PD,2019-07,homicide,0
PAPEP0000,Philadelphia PD,2020-07,homicide,48
PAPEP0000,Philadelphia PD,2021-07,homicide,52
PAPEP0000,Philadelphia PD,2022-07,homicide,55
PAPEP0000,Philadelphia PD,2023-07,homicide,38
PAPEP0000,Philadelphia PD,2024-07,homicide,25
PAPEP0000,Philadelphia PD,2010-08,homicide,27
PAPEP0000,Philadelphia PD,2011-08,homicide,17
PAPEP0000,Philadelphia PD,2012-08,homicide,29
PAPEP0000,Philadelphia PD,2013-08,homicide,17
PAPEP0000,Philadelphia PD,2014-08,homicide,30
PAPEP0000,Philadelphia PD,2015-08,homicide,23
PAPEP0000,Philadelphia PD,2016-08,homicide,29
PAPEP0000,Philadelphia PD,2017-08,homicide,19
PAPEP0000,Philadelphia PD,2018-08,homicide,41
PAPEP0000,Philadelphia PD,2019-08,homicide,41
PAPEP0000,Philadelphia PD,2020-08,homicide,51
PAPEP0000,Philadelphia PD,2021-08,homicide,40
PAPEP0000,Philadelphia PD,2022-08,homicide,47
PAPEP0000,Philadelphia PD,2023-08,homicide,48
PAPEP0000,Philadelphia PD,2024-08,homicide,27
PAPEP0000,Philadelphia PD,2010-09,homicide,36
PAPEP0000,Philadelphia PD,2011-09,homicide,33
PAPEP0000,Philadelphia PD,2012-09,homicide,23
PAPEP0000,Philadelphia PD,2013-09,homicide,23
PAPEP0000,Philadelphia PD,2014-09,homicide,22
PAPEP0000,Philadelphia PD,2015-09,homicide,27
PAPEP0000,Philadelphia PD,2016-09,homicide,21
PAPEP0000,Philadelphia PD,2017-09,homicide,28
PAPEP0000,Philadelphia PD,2018-09,homicide,32
PAPEP0000,Philadelphia PD,2019-09,homicide,26
PAPEP0000,Philadelphia PD,2020-09,homicide,45
PAPEP0000,Philadelphia PD,2021-09,homicide,58
PAPEP0000,Philadelphia PD,2022-09,homicide,40
PAPEP0000,Philadelphia PD,2023-09,homicide,40
PAPEP0000,Philadelphia PD,2024-09,homicide,11
PAPEP0000,Philadelphia PD,2010-10,homicide,27
PAPEP0000,Philadelphia PD,2011-10,homicide,38
PAPEP0000,Philadelphia PD,2012-10,homicide,25
PAPEP0000,Philadelphia PD,2013-10,homicide,23
PAPEP0000,Philadelphia PD,2014-10,homicide,28
PAPEP0000,Philadelphia PD,2015-10,homicide,30
PAPEP0000,Philadelphia PD,2016-10,homicide,25
PAPEP0000,Philadelphia PD,2017-10,homicide,32
PAPEP0000,Philadelphia PD,2018-10,homicide,27
PAPEP0000,Philadelphia PD,2019-10,homicide,35
PAPEP0000,Philadelphia PD,2020-10,homicide,66
PAPEP0000,Philadelphia PD,2021-10,homicide,43
PAPEP0000,Philadelphia PD,2022-10,homicide,43
PAPEP0000,Philadelphia PD,2023-10,homicide,30
PAPEP0000,Philadelphia PD,2024-10,homicide,22
PAPEP0000,Philadelphia PD,2010-11,homicide,14
PAPEP0000,Philadelphia PD,2011-11,homicide,23
PAPEP0000,Philadelphia PD,2012-11,homicide,17
PAPEP0000,Philadelphia PD,2013-11,homicide,15
PAPEP0000,Philadelphia PD,2014-11,homicide,17
PAPEP0000,Philadelphia PD,2015-11,homicide,21
PAPEP0000,Philadelphia PD,2016-11,homicide,20
PAPEP0000,Philadelphia PD,2017-11,homicide,28
PAPEP0000,Philadelphia PD,2018-11,homicide,33
PAPEP0000,Philadelphia PD,2019-11,homicide,35
PAPEP0000,Philadelphia PD,2020-11,homicide,39
PAPEP0000,Philadelphia PD,2021-11,homicide,56
PAPEP0000,Philadelphia PD,2022-11,homicide,27
PAPEP0000,Philadelphia PD,2023-11,homicide,23
PAPEP0000,Philadelphia PD,2024-11,homicide,20
PAPEP0000,Philadelphia PD,2010-12,homicide,24
PAPEP0000,Philadelphia PD,2011-12,homicide,24
PAPEP0000,Philadelphia PD,2012-12,homicide,30
PAPEP0000,Philadelphia PD,2013-12,homicide,24
PAPEP0000,Philadelphia PD,2014-12,homicide,15
PAPEP0000,Philadelphia PD,2015-12,homicide,28
PAPEP0000,Philadelphia PD,2016-12,homicide,21
PAPEP0000,Philadelphia PD,2017-12,homicide,25
PAPEP0000,Philadelphia PD,2018-12,homicide,43
PAPEP0000,Philadelphia PD,2019-12,homicide,30
PAPEP0000,Philadelphia PD,2020-12,homicide,46
PAPEP0000,Philadelphia PD,2021-12,homicide,53
PAPEP0000,Philadelphia PD,2022-12,homicide,42
PAPEP0000,Philadelphia PD,2023-12,homicide,27
PAPEP0000,Philadelphia PD,2024-12,homicide,26
DCMPD0000,Washington DC MPD,2010-01,aggravated-assault,243
DCMPD0000,Washington DC MPD,2011-01,aggravated-assault,188
DCMPD0000,Washington DC MPD,2012-01,aggravated-assault,222
DCMPD0000,Washington DC MPD,2013-01,aggravated-assault,277
DCMPD0000,Washington DC MPD,2014-01,aggravated-assault,275
DCMPD0000,Washington DC MPD,2015-01,aggravated-assault,262
DCMPD0000,Washington DC MPD,2016-01,aggravated-assault,279
DCMPD0000,Washington DC MPD,2017-01,aggravated-assault,318
DCMPD0000,Washington DC MPD,2018-01,aggravated-assault,279
DCMPD0000,Washington DC MPD,2019-01,aggravated-assault,289
DCMPD0000,Washington DC MPD,2020-01,aggravated-assault,310
DCMPD0000,Washington DC MPD,2021-01,aggravated-assault,0
DCMPD0000,Washington DC MPD,2022-01,aggravated-assault,193
DCMPD0000,Washington DC MPD,2023-01,aggravated-assault,205
DCMPD0000,Washington DC MPD,2024-01,aggravated-assault,196
DCMPD0000,Washington DC MPD,2010-02,aggravated-assault,212
DCMPD0000,Washington DC MPD,2011-02,aggravated-assault,178
DCMPD0000,Washington DC MPD,2012-02,aggravated-assault,193
DCMPD0000,Washington DC MPD,2013-02,aggravated-assault,252
DCMPD0000,Washington DC MPD,2014-02,aggravated-assault,249
DCMPD0000,Washington DC MPD,2015-02,aggravated-assault,216
DCMPD0000,Washington DC MPD,2016-02,aggravated-assault,257
DCMPD0000,Washington DC MPD,2017-02,aggravated-assault,280
DCMPD0000,Washington DC MPD,2018-02,aggravated-assault,264
DCMPD0000,Washington DC MPD,2019-02,aggravated-assault,237
DCMPD0000,Washington DC MPD,2020-02,aggravated-assault,305
DCMPD0000,Washington DC MPD,2021-02,aggravated-assault,0
DCMPD0000,Washington DC MPD,2022-02,aggravated-assault,167
DCMPD0000,Washington DC MPD,2023-02,aggravated-assault,191
DCMPD0000,Washington DC MPD,2024-02,aggravated-assault,192
DCMPD0000,Washington DC MPD,2010-03,aggravated-assault,278
DCMPD0000,Washington DC MPD,2011-03,aggravated-assault,233
DCMPD0000,Washington DC MPD,2012-03,aggravated-assault,253
DCMPD0000,Washington DC MPD,2013-03,aggravated-assault,273
DCMPD0000,Washington DC MPD,2014-03,aggravated-assault,293
DCMPD0000,Washington DC MPD,2015-03,aggravated-assault,344
DCMPD0000,Washington DC MPD,2016-03,aggravated-assault,344
DCMPD0000,Washington DC MPD,2017-03,aggravated-assault,257
DCMPD0000,Washington DC MPD,2018-03,aggravated-assault,262
DCMPD0000,Washington DC MPD,2019-03,aggravated-assault,243
DCMPD0000,Washington DC MPD,2020-03,aggravated-assault,309
DCMPD0000,Washington DC MPD,2021-03,aggravated-assault,1
DCMPD0000,Washington DC MPD,2022-03,aggravated-assault,189
DCMPD0000,Washington DC MPD,2023-03,aggravated-assault,198
DCMPD0000,Washington DC MPD,2024-03,aggravated-assault,208
DCMPD0000,Washington DC MPD,2010-04,aggravated-assault,276
DCMPD0000,Washington DC MPD,2011-04,aggravated-assault,268
DCMPD0000,Washington DC MPD,2012-04,aggravated-assault,298
DCMPD0000,Washington DC MPD,2013-04,aggravated-assault,299
DCMPD0000,Washington DC MPD,2014-04,aggravated-assault,353
DCMPD0000,Washington DC MPD,2015-04,aggravated-assault,319
DCMPD0000,Washington DC MPD,2016-04,aggravated-assault,345
DCMPD0000,Washington DC MPD,2017-04,aggravated-assault,281
DCMPD0000,Washington DC MPD,2018-04,aggravated-assault,347
DCMPD0000,Washington DC MPD,2019-04,aggravated-assault,341
DCMPD0000,Washington DC MPD,2020-04,aggravated-assault,254
DCMPD0000,Washington DC MPD,2021-04,aggravated-assault,0
DCMPD0000,Washington DC MPD,2022-04,aggravated-assault,194
DCMPD0000,Washington DC MPD,2023-04,aggravated-assault,233
DCMPD0000,Washington DC MPD,2024-04,aggravated-assault,283
DCMPD0000,Washington DC MPD,2010-05,aggravated-assault,308
DCMPD0000,Washington DC MPD,2011-05,aggravated-assault,270
DCMPD0000,Washington DC MPD,2012-05,aggravated-assault,308
DCMPD0000,Washington DC MPD,2013-05,aggravated-assault,308
DCMPD0000,Washington DC MPD,2014-05,aggravated-assault,344
DCMPD0000,Washington DC MPD,2015-05,aggravated-assault,356
DCMPD0000,Washington DC MPD,2016-05,aggravated-assault,392
DCMPD0000,Washington DC MPD,2017-05,aggravated-assault,295
DCMPD0000,Washington DC MPD,2018-05,aggravated-assault,350
DCMPD0000,Washington DC MPD,2019-05,aggravated-assault,381
DCMPD0000,Washington DC MPD,2020-05,aggravated-assault,406
DCMPD0000,Washington DC MPD,2021-05,aggravated-assault,0
DCMPD0000,Washington DC MPD,2022-05,aggravated-assault,236
DCMPD0000,Washington DC MPD,2023-05,aggravated-assault,249
DCMPD0000,Washington DC MPD,2024-05,aggravated-assault,347
DCMPD0000,Washington DC MPD,2010-06,aggravated-assault,321
DCMPD0000,Washington DC MPD,2011-06,aggravated-assault,245
DCMPD0000,Washington DC MPD,2012-06,aggravated-assault,317
DCMPD0000,Washington DC MPD,2013-06,aggravated-assault,405
DCMPD0000,Washington DC MPD,2014-06,aggravated-assault,348
DCMPD0000,Washington DC MPD,2015-06,aggravated-assault,363
DCMPD0000,Washington DC MPD,2016-06,aggravated-assault,418
DCMPD0000,Washington DC MPD,2017-06,aggravated-assault,309
DCMPD0000,Washington DC MPD,2018-06,aggravated-assault,332
DCMPD0000,Washington DC MPD,2019-06,aggravated-assault,348
DCMPD0000,Washington DC MPD,2020-06,aggravated-assault,435
DCMPD0000,Washington DC MPD,2021-06,aggravated-assault,0
DCMPD0000,Washington DC MPD,2022-06,aggravated-assault,205
DCMPD0000,Washington DC MPD,2023-06,aggravated-assault,283
DCMPD0000,Washington DC MPD,2024-06,aggravated-assault,355
DCMPD0000,Washington DC MPD,2010-07,aggravated-assault,281
DCMPD0000,Washington DC MPD,2011-07,aggravated-assault,317
DCMPD0000,Washington DC MPD,2012-07,aggravated-assault,332
DCMPD0000,Washington DC MPD,2013-07,aggravated-assault,307
DCMPD0000,Washington DC MPD,2014-07,aggravated-assault,397
DCMPD0000,Washington DC MPD,2015-07,aggravated-assault,384
DCMPD0000,Washington DC MPD,2016-07,aggravated-assault,367
DCMPD0000,Washington DC MPD,2017-07,aggravated-assault,361
DCMPD0000,Washington DC MPD,2018-07,aggravated-assault,373
DCMPD0000,Washington DC MPD,2019-07,aggravated-assault,388
DCMPD0000,Washington DC MPD,2020-07,aggravated-assault,406
DCMPD0000,Washington DC MPD,2021-07,aggravated-assault,0
DCMPD0000,Washington DC MPD,2022-07,aggravated-assault,187
DCMPD0000,Washington DC MPD,2023-07,aggravated-assault,302
DCMPD0000,Washington DC MPD,2024-07,aggravated-assault,297
DCMPD0000,Washington DC MPD,2010-08,aggravated-assault,316
DCMPD0000,Washington DC MPD,2011-08,aggravated-assault,262
DCMPD0000,Washington DC MPD,2012-08,aggravated-assault,373
DCMPD0000,Washington DC MPD,2013-08,aggravated-assault,394
DCMPD0000,Washington DC MPD,2014-08,aggravated-assault,391
DCMPD0000,Washington DC MPD,2015-08,aggravated-assault,387
DCMPD0000,Washington DC MPD,2016-08,aggravated-assault,318
DCMPD0000,Washington DC MPD,2017-08,aggravated-assault,299
DCMPD0000,Washington DC MPD,2018-08,aggravated-assault,394
DCMPD0000,Washington DC MPD,2019-08,aggravated-assault,359
DCMPD0000,Washington DC MPD,2020-08,aggravated-assault,399
DCMPD0000,Washington DC MPD,2021-08,aggravated-assault,294
DCMPD0000,Washington DC MPD,2022-08,aggravated-assault,226
DCMPD0000,Washington DC MPD,2023-08,aggravated-assault,271
DCMPD0000,Washington DC MPD,2024-08,aggravated-assault,246
DCMPD0000,Washington DC MPD,2010-09,aggravated-assault,291
DCMPD0000,Washington DC MPD,2011-09,aggravated-assault,277
DCMPD0000,Washington DC MPD,2012-09,aggravated-assault,330
DCMPD0000,Washington DC MPD,2013-09,aggravated-assault,344
DCMPD0000,Washington DC MPD,2014-09,aggravated-assault,397
DCMPD0000,Washington DC MPD,2015-09,aggravated-assault,352
DCMPD0000,Washington DC MPD,2016-09,aggravated-assault,321
DCMPD0000,Washington DC MPD,2017-09,aggravated-assault,361
DCMPD0000,Washington DC MPD,2018-09,aggravated-assault,326
DCMPD0000,Washington DC MPD,2019-09,aggravated-assault,362
DCMPD0000,Washington DC MPD,2020-09,aggravated-assault,361
DCMPD0000,Washington DC MPD,2021-09,aggravated-assault,280
DCMPD0000,Washington DC MPD,2022-09,aggravated-assault,234
DCMPD0000,Washington DC MPD,2023-09,aggravated-assault,230
DCMPD0000,Washington DC MPD,2024-09,aggravated-assault,250
DCMPD0000,Washington DC MPD,2010-10,aggravated-assault,262
DCMPD0000,Washington DC MPD,2011-10,aggravated-assault,266
DCMPD0000,Washington DC MPD,2012-10,aggravated-assault,304
DCMPD0000,Washington DC MPD,2013-10,aggravated-assault,303
DCMPD0000,Washington DC MPD,2014-10,aggravated-assault,387
DCMPD0000,Washington DC MPD,2015-10,aggravated-assault,365
DCMPD0000,Washington DC MPD,2016-10,aggravated-assault,317
DCMPD0000,Washington DC MPD,2017-10,aggravated-assault,348
DCMPD0000,Washington DC MPD,2018-10,aggravated-assault,338
DCMPD0000,Washington DC MPD,2019-10,aggravated-assault,388
DCMPD0000,Washington DC MPD,2020-10,aggravated-assault,388
DCMPD0000,Washington DC MPD,2021-10,aggravated-assault,266
DCMPD0000,Washington DC MPD,2022-10,aggravated-assault,197
DCMPD0000,Washington DC MPD,2023-10,aggravated-assault,272
DCMPD0000,Washington DC MPD,2024-10,aggravated-assault,249
DCMPD0000,Washington DC MPD,2010-11,aggravated-assault,240
DCMPD0000,Washington DC MPD,2011-11,aggravated-assault,206
DCMPD0000,Washington DC MPD,2012-11,aggravated-assault,210
DCMPD0000,Washington DC MPD,2013-11,aggravated-assault,282
DCMPD0000,Washington DC MPD,2014-11,aggravated-assault,307
DCMPD0000,Washington DC MPD,2015-11,aggravated-assault,335
DCMPD0000,Washington DC MPD,2016-11,aggravated-assault,288
DCMPD0000,Washington DC MPD,2017-11,aggravated-assault,285
DCMPD0000,Washington DC MPD,2018-11,aggravated-assault,279
DCMPD0000,Washington DC MPD,2019-11,aggravated-assault,338
DCMPD0000,Washington DC MPD,2020-11,aggravated-assault,304
DCMPD0000,Washington DC MPD,2021-11,aggravated-assault,207
DCMPD0000,Washington DC MPD,2022-11,aggravated-assault,186
DCMPD0000,Washington DC MPD,2023-11,aggravated-assault,215
