ori,agency,period,offense,count
DCMPD0000,Washington DC MPD,2024-11,aggravated-assault,211
DCMPD0000,Washington DC MPD,2010-12,aggravated-assault,210
DCMPD0000,Washington DC MPD,2011-12,aggravated-assault,239
DCMPD0000,Washington DC MPD,2012-12,aggravated-assault,259
DCMPD0000,Washington DC MPD,2013-12,aggravated-assault,280
DCMPD0000,Washington DC MPD,2014-12,aggravated-assault,263
DCMPD0000,Washington DC MPD,2015-12,aggravated-assault,341
DCMPD0000,Washington DC MPD,2016-12,aggravated-assault,251
DCMPD0000,Washington DC MPD,2017-12,aggravated-assault,280
DCMPD0000,Washington DC MPD,2018-12,aggravated-assault,307
DCMPD0000,Washington DC MPD,2019-12,aggravated-assault,355
DCMPD0000,Washington DC MPD,2020-12,aggravated-assault,238
DCMPD0000,Washington DC MPD,2021-12,aggravated-assault,188
DCMPD0000,Washington DC MPD,2022-12,aggravated-assault,142
DCMPD0000,Washington DC MPD,2023-12,aggravated-assault,159
DCMPD0000,Washington DC MPD,2024-12,aggravated-assault,201
DCMPD0000,Washington DC MPD,2010-01,robbery,296
DCMPD0000,Washington DC MPD,2011-01,robbery,250
DCMPD0000,Washington DC MPD,2012-01,robbery,373
DCMPD0000,Washington DC MPD,2013-01,robbery,380
DCMPD0000,Washington DC MPD,2014-01,robbery,272
DCMPD0000,Washington DC MPD,2015-01,robbery,247
DCMPD0000,Washington DC MPD,2016-01,robbery,311
DCMPD0000,Washington DC MPD,2017-01,robbery,237
DCMPD0000,Washington DC MPD,2018-01,robbery,183
DCMPD0000,Washington DC MPD,2019-01,robbery,184
DCMPD0000,Washington DC MPD,2020-01,robbery,182
DCMPD0000,Washington DC MPD,2021-01,robbery,0
DCMPD0000,Washington DC MPD,2022-01,robbery,268
DCMPD0000,Washington DC MPD,2023-01,robbery,227
DCMPD0000,Washington DC MPD,2024-01,robbery,292
DCMPD0000,Washington DC MPD,2010-02,robbery,170
DCMPD0000,Washington DC MPD,2011-02,robbery,224
DCMPD0000,Washington DC MPD,2012-02,robbery,269
DCMPD0000,Washington DC MPD,2013-02,robbery,247
DCMPD0000,Washington DC MPD,2014-02,robbery,171
DCMPD0000,Washington DC MPD,2015-02,robbery,144
DCMPD0000,Washington DC MPD,2016-02,robbery,245
DCMPD0000,Washington DC MPD,2017-02,robbery,184
DCMPD0000,Washington DC MPD,2018-02,robbery,152
DCMPD0000,Washington DC MPD,2019-02,robbery,141
DCMPD0000,Washington DC MPD,2020-02,robbery,134
DCMPD0000,Washington DC MPD,2021-02,robbery,0
DCMPD0000,Washington DC MPD,2022-02,robbery,227
DCMPD0000,Washington DC MPD,2023-02,robbery,210
DCMPD0000,Washington DC MPD,2024-02,robbery,223
DCMPD0000,Washington DC MPD,2010-03,robbery,301
DCMPD0000,Washington DC MPD,2011-03,robbery,297
DCMPD0000,Washington DC MPD,2012-03,robbery,225
DCMPD0000,Washington DC MPD,2013-03,robbery,243
DCMPD0000,Washington DC MPD,2014-03,robbery,194
DCMPD0000,Washington DC MPD,2015-03,robbery,217
DCMPD0000,Washington DC MPD,2016-03,robbery,200
DCMPD0000,Washington DC MPD,2017-03,robbery,149
DCMPD0000,Washington DC MPD,2018-03,robbery,167
DCMPD0000,Washington DC MPD,2019-03,robbery,148
DCMPD0000,Washington DC MPD,2020-03,robbery,124
DCMPD0000,Washington DC MPD,2021-03,robbery,0
DCMPD0000,Washington DC MPD,2022-03,robbery,169
DCMPD0000,Washington DC MPD,2023-03,robbery,257
DCMPD0000,Washington DC MPD,2024-03,robbery,224
DCMPD0000,Washington DC MPD,2010-04,robbery,306
DCMPD0000,Washington DC MPD,2011-04,robbery,265
DCMPD0000,Washington DC MPD,2012-04,robbery,294
DCMPD0000,Washington DC MPD,2013-04,robbery,304
DCMPD0000,Washington DC MPD,2014-04,robbery,221
DCMPD0000,Washington DC MPD,2015-04,robbery,281
DCMPD0000,Washington DC MPD,2016-04,robbery,249
DCMPD0000,Washington DC MPD,2017-04,robbery,180
DCMPD0000,Washington DC MPD,2018-04,robbery,184
DCMPD0000,Washington DC MPD,2019-04,robbery,153
DCMPD0000,Washington DC MPD,2020-04,robbery,146
DCMPD0000,Washington DC MPD,2021-04,robbery,0
DCMPD0000,Washington DC MPD,2022-04,robbery,173
DCMPD0000,Washington DC MPD,2023-04,robbery,291
DCMPD0000,Washington DC MPD,2024-04,robbery,216
DCMPD0000,Washington DC MPD,2010-05,robbery,384
DCMPD0000,Washington DC MPD,2011-05,robbery,311
DCMPD0000,Washington DC MPD,2012-05,robbery,264
DCMPD0000,Washington DC MPD,2013-05,robbery,323
DCMPD0000,Washington DC MPD,2014-05,robbery,254
DCMPD0000,Washington DC MPD,2015-05,robbery,289
DCMPD0000,Washington DC MPD,2016-05,robbery,281
DCMPD0000,Washington DC MPD,2017-05,robbery,168
DCMPD0000,Washington DC MPD,2018-05,robbery,167
DCMPD0000,Washington DC MPD,2019-05,robbery,205
DCMPD0000,Washington DC MPD,2020-05,robbery,125
DCMPD0000,Washington DC MPD,2021-05,robbery,0
DCMPD0000,Washington DC MPD,2022-05,robbery,141
DCMPD0000,Washington DC MPD,2023-05,robbery,272
DCMPD0000,Washington DC MPD,2024-05,robbery,264
DCMPD0000,Washington DC MPD,2010-06,robbery,367
DCMPD0000,Washington DC MPD,2011-06,robbery,294
DCMPD0000,Washington DC MPD,2012-06,robbery,295
DCMPD0000,Washington DC MPD,2013-06,robbery,294
DCMPD0000,Washington DC MPD,2014-06,robbery,289
DCMPD0000,Washington DC MPD,2015-06,robbery,308
DCMPD0000,Washington DC MPD,2016-06,robbery,265
DCMPD0000,Washington DC MPD,2017-06,robbery,198
DCMPD0000,Washington DC MPD,2018-06,robbery,167
DCMPD0000,Washington DC MPD,2019-06,robbery,214
DCMPD0000,Washington DC MPD,2020-06,robbery,197
DCMPD0000,Washington DC MPD,2021-06,robbery,0
DCMPD0000,Washington DC MPD,2022-06,robbery,132
DCMPD0000,Washington DC MPD,2023-06,robbery,393
DCMPD0000,Washington DC MPD,2024-06,robbery,300
DCMPD0000,Washington DC MPD,2010-07,robbery,398
DCMPD0000,Washington DC MPD,2011-07,robbery,349
DCMPD0000,Washington DC MPD,2012-07,robbery,295
DCMPD0000,Washington DC MPD,2013-07,robbery,299
DCMPD0000,Washington DC MPD,2014-07,robbery,263
DCMPD0000,Washington DC MPD,2015-07,robbery,356
DCMPD0000,Washington DC MPD,2016-07,robbery,284
DCMPD0000,Washington DC MPD,2017-07,robbery,201
DCMPD0000,Washington DC MPD,2018-07,robbery,198
DCMPD0000,Washington DC MPD,2019-07,robbery,206
DCMPD0000,Washington DC MPD,2020-07,robbery,215
DCMPD0000,Washington DC MPD,2021-07,robbery,0
DCMPD0000,Washington DC MPD,2022-07,robbery,184
DCMPD0000,Washington DC MPD,2023-07,robbery,479
DCMPD0000,Washington DC MPD,2024-07,robbery,276
DCMPD0000,Washington DC MPD,2010-08,robbery,318
DCMPD0000,Washington DC MPD,2011-08,robbery,312
DCMPD0000,Washington DC MPD,2012-08,robbery,365
DCMPD0000,Washington DC MPD,2013-08,robbery,293
DCMPD0000,Washington DC MPD,2014-08,robbery,323
DCMPD0000,Washington DC MPD,2015-08,robbery,290
DCMPD0000,Washington DC MPD,2016-08,robbery,260
DCMPD0000,Washington DC MPD,2017-08,robbery,193
DCMPD0000,Washington DC MPD,2018-08,robbery,184
DCMPD0000,Washington DC MPD,2019-08,robbery,233
DCMPD0000,Washington DC MPD,2020-08,robbery,189
DCMPD0000,Washington DC MPD,2021-08,robbery,193
DCMPD0000,Washington DC MPD,2022-08,robbery,182
DCMPD0000,Washington DC MPD,2023-08,robbery,346
DCMPD0000,Washington DC MPD,2024-08,robbery,284
DCMPD0000,Washington DC MPD,2010-09,robbery,360
DCMPD0000,Washington DC MPD,2011-09,robbery,331
DCMPD0000,Washington DC MPD,2012-09,robbery,316
DCMPD0000,Washington DC MPD,2013-09,robbery,347
DCMPD0000,Washington DC MPD,2014-09,robbery,294
DCMPD0000,Washington DC MPD,2015-09,robbery,290
DCMPD0000,Washington DC MPD,2016-09,robbery,313
DCMPD0000,Washington DC MPD,2017-09,robbery,202
DCMPD0000,Washington DC MPD,2018-09,robbery,193
DCMPD0000,Washington DC MPD,2019-09,robbery,228
DCMPD0000,Washington DC MPD,2020-09,robbery,203
DCMPD0000,Washington DC MPD,2021-09,robbery,202
DCMPD0000,Washington DC MPD,2022-09,robbery,157
DCMPD0000,Washington DC MPD,2023-09,robbery,308
DCMPD0000,Washington DC MPD,2024-09,robbery,276
DCMPD0000,Washington DC MPD,2010-10,robbery,359
DCMPD0000,Washington DC MPD,2011-10,robbery,384
DCMPD0000,Washington DC MPD,2012-10,robbery,347
DCMPD0000,Washington DC MPD,2013-10,robbery,346
DCMPD0000,Washington DC MPD,2014-10,robbery,390
DCMPD0000,Washington DC MPD,2015-10,robbery,347
DCMPD0000,Washington DC MPD,2016-10,robbery,268
DCMPD0000,Washington DC MPD,2017-10,robbery,246
DCMPD0000,Washington DC MPD,2018-10,robbery,200
DCMPD0000,Washington DC MPD,2019-10,robbery,245
DCMPD0000,Washington DC MPD,2020-10,robbery,273
DCMPD0000,Washington DC MPD,2021-10,robbery,215
DCMPD0000,Washington DC MPD,2022-10,robbery,189
DCMPD0000,Washington DC MPD,2023-10,robbery,372
DCMPD0000,Washington DC MPD,2024-10,robbery,273
DCMPD0000,Washington DC MPD,2010-11,robbery,338
DCMPD0000,Washington DC MPD,2011-11,robbery,366
DCMPD0000,Washington DC MPD,2012-11,robbery,299
DCMPD0000,Washington DC MPD,2013-11,robbery,301
DCMPD0000,Washington DC MPD,2014-11,robbery,288
DCMPD0000,Washington DC MPD,2015-11,robbery,308
DCMPD0000,Washington DC MPD,2016-11,robbery,241
DCMPD0000,Washington DC MPD,2017-11,robbery,210
DCMPD0000,Washington DC MPD,2018-11,robbery,203
DCMPD0000,Washington DC MPD,2019-11,robbery,210
DCMPD0000,Washington DC MPD,2020-11,robbery,239
DCMPD0000,Washington DC MPD,2021-11,robbery,209
DCMPD0000,Washington DC MPD,2022-11,robbery,186
DCMPD0000,Washington DC MPD,2023-11,robbery,367
DCMPD0000,Washington DC MPD,2024-11,robbery,260
DCMPD0000,Washington DC MPD,2010-12,robbery,317
DCMPD0000,Washington DC MPD,2011-12,robbery,373
DCMPD0000,Washington DC MPD,2012-12,robbery,383
DCMPD0000,Washington DC MPD,2013-12,robbery,283
DCMPD0000,Washington DC MPD,2014-12,robbery,272
DCMPD0000,Washington DC MPD,2015-12,robbery,327
DCMPD0000,Washington DC MPD,2016-12,robbery,232
DCMPD0000,Washington DC MPD,2017-12,robbery,183
DCMPD0000,Washington DC MPD,2018-12,robbery,159
DCMPD0000,Washington DC MPD,2019-12,robbery,192
DCMPD0000,Washington DC MPD,2020-12,robbery,181
DCMPD0000,Washington DC MPD,2021-12,robbery,191
DCMPD0000,Washington DC MPD,2022-12,robbery,171
DCMPD0000,Washington DC MPD,2023-12,robbery,270
DCMPD0000,Washington DC MPD,2024-12,robbery,220
DCMPD0000,Washington DC MPD,2010-01,homicide,9
DCMPD0000,Washington DC MPD,2011-01,homicide,9
DCMPD0000,Washington DC MPD,2012-01,homicide,8
DCMPD0000,Washington DC MPD,2013-01,homicide,5
DCMPD0000,Washington DC MPD,2014-01,homicide,14
DCMPD0000,Washington DC MPD,2015-01,homicide,8
DCMPD0000,Washington DC MPD,2016-01,homicide,6
DCMPD0000,Washington DC MPD,2017-01,homicide,8
DCMPD0000,Washington DC MPD,2018-01,homicide,11
DCMPD0000,Washington DC MPD,2019-01,homicide,19
DCMPD0000,Washington DC MPD,2020-01,homicide,15
DCMPD0000,Washington DC MPD,2021-01,homicide,0
DCMPD0000,Washington DC MPD,2022-01,homicide,15
DCMPD0000,Washington DC MPD,2023-01,homicide,15
DCMPD0000,Washington DC MPD,2024-01,homicide,12
DCMPD0000,Washington DC MPD,2010-02,homicide,5
DCMPD0000,Washington DC MPD,2011-02,homicide,6
DCMPD0000,Washington DC MPD,2012-02,homicide,4
DCMPD0000,Washington DC MPD,2013-02,homicide,7
DCMPD0000,Washington DC MPD,2014-02,homicide,9
DCMPD0000,Washington DC MPD,2015-02,homicide,8
DCMPD0000,Washington DC MPD,2016-02,homicide,10
DCMPD0000,Washington DC MPD,2017-02,homicide,6
DCMPD0000,Washington DC MPD,2018-02,homicide,6
DCMPD0000,Washington DC MPD,2019-02,homicide,9
DCMPD0000,Washington DC MPD,2020-02,homicide,11
DCMPD0000,Washington DC MPD,2021-02,homicide,0
DCMPD0000,Washington DC MPD,2022-02,homicide,13
DCMPD0000,Washington DC MPD,2023-02,homicide,21
DCMPD0000,Washington DC MPD,2024-02,homicide,14
DCMPD0000,Washington DC MPD,2010-03,homicide,10
DCMPD0000,Washington DC MPD,2011-03,homicide,7
DCMPD0000,Washington DC MPD,2012-03,homicide,6
DCMPD0000,Washington DC MPD,2013-03,homicide,5
DCMPD0000,Washington DC MPD,2014-03,homicide,8
DCMPD0000,Washington DC MPD,2015-03,homicide,10
DCMPD0000,Washington DC MPD,2016-03,homicide,12
DCMPD0000,Washington DC MPD,2017-03,homicide,14
DCMPD0000,Washington DC MPD,2018-03,homicide,16
DCMPD0000,Washington DC MPD,2019-03,homicide,9
DCMPD0000,Washington DC MPD,2020-03,homicide,10
DCMPD0000,Washington DC MPD,2021-03,homicide,0
DCMPD0000,Washington DC MPD,2022-03,homicide,16
DCMPD0000,Washington DC MPD,2023-03,homicide,20
DCMPD0000,Washington DC MPD,2024-03,homicide,11
DCMPD0000,Washington DC MPD,2010-04,homicide,7
DCMPD0000,Washington DC MPD,2011-04,homicide,11
DCMPD0000,Washington DC MPD,2012-04,homicide,8
DCMPD0000,Washington DC MPD,2013-04,homicide,4
DCMPD0000,Washington DC MPD,2014-04,homicide,6
DCMPD0000,Washington DC MPD,2015-04,homicide,8
DCMPD0000,Washington DC MPD,2016-04,homicide,9
DCMPD0000,Washington DC MPD,2017-04,homicide,8
DCMPD0000,Washington DC MPD,2018-04,homicide,9
DCMPD0000,Washington DC MPD,2019-04,homicide,14
DCMPD0000,Washington DC MPD,2020-04,homicide,11
DCMPD0000,Washington DC MPD,2021-04,homicide,0
DCMPD0000,Washington DC MPD,2022-04,homicide,16
DCMPD0000,Washington DC MPD,2023-04,homicide,14
DCMPD0000,Washington DC MPD,2024-04,homicide,17
DCMPD0000,Washington DC MPD,2010-05,homicide,11
DCMPD0000,Washington DC MPD,2011-05,homicide,13
DCMPD0000,Washington DC MPD,2012-05,homicide,8
DCMPD0000,Washington DC MPD,2013-05,homicide,6
DCMPD0000,Washington DC MPD,2014-05,homicide,9
DCMPD0000,Washington DC MPD,2015-05,homicide,16
DCMPD0000,Washington DC MPD,2016-05,homicide,16
DCMPD0000,Washington DC MPD,2017-05,homicide,7
DCMPD0000,Washington DC MPD,2018-05,homicide,22
DCMPD0000,Washington DC MPD,2019-05,homicide,9
DCMPD0000,Washington DC MPD,2020-05,homicide,16
DCMPD0000,Washington DC MPD,2021-05,homicide,0
DCMPD0000,Washington DC MPD,2022-05,homicide,25
DCMPD0000,Washington DC MPD,2023-05,homicide,25
DCMPD0000,Washington DC MPD,2024-05,homicide,16
DCMPD0000,Washington DC MPD,2010-06,homicide,18
DCMPD0000,Washington DC MPD,2011-06,homicide,9
DCMPD0000,Washington DC MPD,2012-06,homicide,9
DCMPD0000,Washington DC MPD,2013-06,homicide,11
DCMPD0000,Washington DC MPD,2014-06,homicide,12
DCMPD0000,Washington DC MPD,2015-06,homicide,18
DCMPD0000,Washington DC MPD,2016-06,homicide,10
DCMPD0000,Washington DC MPD,2017-06,homicide,11
DCMPD0000,Washington DC MPD,2018-06,homicide,11
DCMPD0000,Washington DC MPD,2019-06,homicide,15
DCMPD0000,Washington DC MPD,2020-06,homicide,16
DCMPD0000,Washington DC MPD,2021-06,homicide,0
DCMPD0000,Washington DC MPD,2022-06,homicide,19
DCMPD0000,Washington DC MPD,2023-06,homicide,24
DCMPD0000,Washington DC MPD,2024-06,homicide,16
DCMPD0000,Washington DC MPD,2010-07,homicide,10
DCMPD0000,Washington DC MPD,2011-07,homicide,7
DCMPD0000,Washington DC MPD,2012-07,homicide,10
DCMPD0000,Washington DC MPD,2013-07,homicide,15
DCMPD0000,Washington DC MPD,2014-07,homicide,11
DCMPD0000,Washington DC MPD,2015-07,homicide,16
DCMPD0000,Washington DC MPD,2016-07,homicide,11
DCMPD0000,Washington DC MPD,2017-07,homicide,13
DCMPD0000,Washington DC MPD,2018-07,homicide,18
DCMPD0000,Washington DC MPD,2019-07,homicide,21
DCMPD0000,Washington DC MPD,2020-07,homicide,29
DCMPD0000,Washington DC MPD,2021-07,homicide,0
DCMPD0000,Washington DC MPD,2022-07,homicide,23
DCMPD0000,Washington DC MPD,2023-07,homicide,29
DCMPD0000,Washington DC MPD,2024-07,homicide,17
DCMPD0000,Washington DC MPD,2010-08,homicide,12
DCMPD0000,Washington DC MPD,2011-08,homicide,14
DCMPD0000,Washington DC MPD,2012-08,homicide,5
DCMPD0000,Washington DC MPD,2013-08,homicide,7
DCMPD0000,Washington DC MPD,2014-08,homicide,4
DCMPD0000,Washington DC MPD,2015-08,homicide,21
DCMPD0000,Washington DC MPD,2016-08,homicide,17
DCMPD0000,Washington DC MPD,2017-08,homicide,8
DCMPD0000,Washington DC MPD,2018-08,homicide,8
DCMPD0000,Washington DC MPD,2019-08,homicide,15
DCMPD0000,Washington DC MPD,2020-08,homicide,16
DCMPD0000,Washington DC MPD,2021-08,homicide,26
DCMPD0000,Washington DC MPD,2022-08,homicide,15
DCMPD0000,Washington DC MPD,2023-08,homicide,33
DCMPD0000,Washington DC MPD,2024-08,homicide,15
DCMPD0000,Washington DC MPD,2010-09,homicide,14
DCMPD0000,Washington DC MPD,2011-09,homicide,5
DCMPD0000,Washington DC MPD,2012-09,homicide,11
DCMPD0000,Washington DC MPD,2013-09,homicide,23
DCMPD0000,Washington DC MPD,2014-09,homicide,7
DCMPD0000,Washington DC MPD,2015-09,homicide,14
DCMPD0000,Washington DC MPD,2016-09,homicide,14
DCMPD0000,Washington DC MPD,2017-09,homicide,10
DCMPD0000,Washington DC MPD,2018-09,homicide,17
DCMPD0000,Washington DC MPD,2019-09,homicide,17
DCMPD0000,Washington DC MPD,2020-09,homicide,17
DCMPD0000,Washington DC MPD,2021-09,homicide,22
DCMPD0000,Washington DC MPD,2022-09,homicide,18
DCMPD0000,Washington DC MPD,2023-09,homicide,23
DCMPD0000,Washington DC MPD,2024-09,homicide,14
DCMPD0000,Washington DC MPD,2010-10,homicide,14
DCMPD0000,Washington DC MPD,2011-10,homicide,13
DCMPD0000,Washington DC MPD,2012-10,homicide,6
DCMPD0000,Washington DC MPD,2013-10,homicide,4
DCMPD0000,Washington DC MPD,2014-10,homicide,9
DCMPD0000,Washington DC MPD,2015-10,homicide,14
DCMPD0000,Washington DC MPD,2016-10,homicide,7
DCMPD0000,Washington DC MPD,2017-10,homicide,11
DCMPD0000,Washington DC MPD,2018-10,homicide,19
DCMPD0000,Washington DC MPD,2019-10,homicide,15
DCMPD0000,Washington DC MPD,2020-10,homicide,22
DCMPD0000,Washington DC MPD,2021-10,homicide,32
DCMPD0000,Washington DC MPD,2022-10,homicide,21
DCMPD0000,Washington DC MPD,2023-10,homicide,19
DCMPD0000,Washington DC MPD,2024-10,homicide,25
DCMPD0000,Washington DC MPD,2010-11,homicide,14
DCMPD0000,Washington DC MPD,2011-11,homicide,8
DCMPD0000,Washington DC MPD,2012-11,homicide,3
DCMPD0000,Washington DC MPD,2013-11,homicide,9
DCMPD0000,Washington DC MPD,2014-11,homicide,5
DCMPD0000,Washington DC MPD,2015-11,homicide,17
DCMPD0000,Washington DC MPD,2016-11,homicide,13
DCMPD0000,Washington DC MPD,2017-11,homicide,9
DCMPD0000,Washington DC MPD,2018-11,homicide,9
DCMPD0000,Washington DC MPD,2019-11,homicide,13
DCMPD0000,Washington DC MPD,2020-11,homicide,19
DCMPD0000,Washington DC MPD,2021-11,homicide,18
DCMPD0000,Washington DC MPD,2022-11,homicide,13
DCMPD0000,Washington DC MPD,2023-11,homicide,20
DCMPD0000,Washington DC MPD,2024-11,homicide,12
DCMPD0000,Washington DC MPD,2010-12,homicide,8
DCMPD0000,Washington DC MPD,2011-12,homicide,6
DCMPD0000,Washington DC MPD,2012-12,homicide,10
DCMPD0000,Washington DC MPD,2013-12,homicide,7
DCMPD0000,Washington DC MPD,2014-12,homicide,11
DCMPD0000,Washington DC MPD,2015-12,homicide,12
DCMPD0000,Washington DC MPD,2016-12,homicide,12
DCMPD0000,Washington DC MPD,2017-12,homicide,11
DCMPD0000,Washington DC MPD,2018-12,homicide,14
DCMPD0000,Washington DC MPD,2019-12,homicide,10
DCMPD0000,Washington DC MPD,2020-12,homicide,16
DCMPD0000,Washington DC MPD,2021-12,homicide,18
DCMPD0000,Washington DC MPD,2022-12,homicide,13
DCMPD0000,Washington DC MPD,2023-12,homicide,24
DCMPD0000,Washington DC MPD,2024-12,homicide,12
MA0130100,Boston PD,2010-01,aggravated-assault,294
MA0130100,Boston PD,2011-01,aggravated-assault,193
MA0130100,Boston PD,2012-01,aggravated-assault,243
MA0130100,Boston PD,2013-01,aggravated-assault,212
MA0130100,Boston PD,2014-01,aggravated-assault,203
MA0130100,Boston PD,2015-01,aggravated-assault,201
MA0130100,Boston PD,2016-01,aggravated-assault,227
MA0130100,Boston PD,2017-01,aggravated-assault,219
MA0130100,Boston PD,2018-01,aggravated-assault,184
MA0130100,Boston PD,2019-01,aggravated-assault,203
MA0130100,Boston PD,2020-01,aggravated-assault,259
MA0130100,Boston PD,2021-01,aggravated-assault,185
MA0130100,Boston PD,2022-01,aggravated-assault,238
MA0130100,Boston PD,2023-01,aggravated-assault,220
MA0130100,Boston PD,2024-01,aggravated-assault,227
MA0130100,Boston PD,2010-02,aggravated-assault,267
MA0130100,Boston PD,2011-02,aggravated-assault,183
MA0130100,Boston PD,2012-02,aggravated-assault,183
MA0130100,Boston PD,2013-02,aggravated-assault,173
MA0130100,Boston PD,2014-02,aggravated-assault,183
MA0130100,Boston PD,2015-02,aggravated-assault,183
MA0130100,Boston PD,2016-02,aggravated-assault,200
MA0130100,Boston PD,2017-02,aggravated-assault,188
MA0130100,Boston PD,2018-02,aggravated-assault,201
MA0130100,Boston PD,2019-02,aggravated-assault,192
MA0130100,Boston PD,2020-02,aggravated-assault,229
MA0130100,Boston PD,2021-02,aggravated-assault,181
MA0130100,Boston PD,2022-02,aggravated-assault,191
MA0130100,Boston PD,2023-02,aggravated-assault,172
MA0130100,Boston PD,2024-02,aggravated-assault,195
MA0130100,Boston PD,2010-03,aggravated-assault,293
MA0130100,Boston PD,2011-03,aggravated-assault,255
MA0130100,Boston PD,2012-03,aggravated-assault,261
MA0130100,Boston PD,2013-03,aggravated-assault,230
MA0130100,Boston PD,2014-03,aggravated-assault,135
MA0130100,Boston PD,2015-03,aggravated-assault,262
MA0130100,Boston PD,2016-03,aggravated-assault,208
MA0130100,Boston PD,2017-03,aggravated-assault,209
MA0130100,Boston PD,2018-03,aggravated-assault,215
